GCA_000969225.1_ASM96922v1_genomic.fna,case
GCA_002260065.1_ASM226006v1_genomic.fna,case
GCA_002267685.1_ASM226768v1_genomic.fna,case
GCA_011059045.1_ASM1105904v1_genomic.fna,case
GCA_011059055.1_ASM1105905v1_genomic.fna,case
GCA_015728505.1_ASM1572850v1_genomic.fna,control
GCA_030905145.1_PDT001694429.1_genomic.fna,control
GCA_903807555.1_21673_5_180_genomic.fna,control
GCA_027814395.1_PDT001569249.1_genomic.fna,control
GCA_030888565.1_PDT001696660.1_genomic.fna,control
